access_date,source_found,source_status,source_path_recorded,n_reference_files_expected,n_reference_files_available,n_manifest_datasets,n_core_datasets,n_core_expected_rows,n_ges_datasets,n_ges_expected_rows,n_indicateurs_datasets,n_indicateurs_expected_rows,validation_phases,validation_status,public_redistribution_status,official_approval_status,platform_pdf_policy
2026-06-21,TRUE,source privée locale validée,chemin local privé non publié,8,8,7,3,1375,3,119,1,165,"core,ges",ok,Aucune licence ouverte explicite identifiée; republication publique à valider.,Compilation indépendante et non officielle; pas un produit officiel ou approuvé par l'Université Laval.,Aucun PDF source ne doit être copié dans le dépôt de plateforme.
