access_date,package_id,package_name,title,organization,license_title,license_id,package_metadata_modified,n_resources_ckan,n_gtfs_resources,n_developer_portal_resources,n_direct_download_resources,source_requires_developer_account,historical_table_available_in_ckan,source_url,api_url,developer_url
2026-06-21,1bcf0d8e-d67b-4291-8393-70621b0f5400,vmtl-stm-bus-temps-reel-gtfs-realtime,Horaires et positionnement des bus en temps réel (GTFS-realtime),Société de transport de Montréal,Attribution (CC-BY 4.0),cc-by,2026-06-21T00:02:34.256879,1,1,1,0,TRUE,FALSE,https://www.donneesquebec.ca/recherche/dataset/vmtl-stm-bus-temps-reel-gtfs-realtime,https://www.donneesquebec.ca/recherche/api/3/action/package_show?id=vmtl-stm-bus-temps-reel-gtfs-realtime,https://www.stm.info/fr/a-propos/developpeurs
