access_date,package_id,package_name,title,organization,license_title,license_id,package_metadata_modified,csv_resource_id,csv_resource_last_modified,csv_resource_metadata_modified,csv_resource_size,n_resources_ckan,n_csv_resources,n_pdf_resources,n_spatial_resources,n_rows_stations,n_cols_stations_source,n_cols_stations_prepared,n_rows_aires_drainage,n_cols_aires_source,n_cols_aires_prepared,n_rows_joined,n_cols_joined,min_year,max_year,n_stations,n_hydronymes,n_type_station,n_type_suivi,n_rows_with_coordinates,pct_rows_with_coordinates,n_stations_with_drainage
2026-06-21,bf2ca474-b331-4d35-ad09-351ca8f89b27,suivi-physicochimique-des-rivieres-et-du-fleuve,Suivi de la qualité de l'eau du fleuve et des rivières,"Ministère de l’Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",Attribution (CC-BY 4.0),cc-by,2026-06-18T15:40:08.830048,7e0dfa92-7480-425a-8dab-5eb52a4d9b94,2025-06-13T00:00:00,2026-06-18T15:30:55.949269,1155942,9,1,2,5,6990,88,19,866,13,13,6990,31,2000,2024,935,437,3,4,6990,100,866
