n_stations,min_superf_tot_km2,median_superf_tot_km2,max_superf_tot_km2,median_pc_foret,median_pc_agricole,max_pc_agricole,median_pc_anthropique
866,0.07,86.4,143159.33,49.7,20.7,97.1,3
