code_sdr,nom_sdr,idugd,niveau_geo,qualite_geo,c1,symbole_c1,c58,symbole_c58,c63,symbole_c63,c64,symbole_c64,c65,symbole_c65,c68,symbole_c68,c69,symbole_c69,c70,symbole_c70,c78,symbole_c78,c86,symbole_c86,c89,symbole_c89,c97,symbole_c97,c126,symbole_c126,c127,symbole_c127,c128,symbole_c128,c1998,symbole_c1998,c1999,symbole_c1999,c2229,symbole_c2229
2430005,"Saint-Augustin-de-Woburn, Paroisse (municipalité de) (PE)",2021A00052430005,Subdivision de recensement,00000,667,,555,,0,,20,,0,,5,,35,,25,,195,,15,,665,,110,,550,,545,,41000,,555,,235,,48.6,
2430010,"Notre-Dame-des-Bois, Municipalité (MÉ)",2021A00052430010,Subdivision de recensement,01010,1028,,875,,5,,35,,5,,10,,65,,50,,285,,30,,1025,,175,,855,,835,,36000,,855,,285,,42.1,
2430015,"Val-Racine, Municipalité (MÉ)",2021A00052430015,Subdivision de recensement,00909,183,,170,,0,,5,,0,,0,,10,,15,,55,,0,,185,,30,,150,,,x,,x,150,,35,,50,
2430020,"Piopolis, Municipalité (MÉ)",2021A00052430020,Subdivision de recensement,00010,398,,360,,0,,20,,5,,5,,30,,20,,135,,10,,400,,75,,380,,370,,41600,,380,,85,,25,
2430025,"Frontenac, Municipalité (MÉ)",2021A00052430025,Subdivision de recensement,00000,1811,,1490,,0,,80,,10,,10,,75,,60,,565,,55,,1805,,200,,1460,,1455,,49360,,1460,,315,,59.2,
2430030,"Lac-Mégantic, Ville (V)",2021A00052430030,Subdivision de recensement,00000,5747,,4985,,15,,200,,30,,50,,460,,530,,1530,,260,,5555,,1370,,4800,,4750,,40880,,4800,,1195,,49.9,
2430035,"Marston, Canton (municipalité de) (CT)",2021A00052430035,Subdivision de recensement,00000,777,,625,,0,,25,,5,,15,,45,,25,,235,,30,,780,,95,,610,,605,,45800,,610,,170,,55.7,
2430040,"Milan, Municipalité (MÉ)",2021A00052430040,Subdivision de recensement,00010,318,,260,,0,,10,,0,,10,,30,,10,,85,,5,,310,,65,,230,,230,,38000,,225,,50,,55.6,
2430045,"Nantes, Municipalité (MÉ)",2021A00052430045,Subdivision de recensement,00000,1388,,1155,,5,,55,,15,,10,,65,,35,,420,,50,,1390,,175,,1135,,1130,,43200,,1135,,370,,61.2,
2430050,"Sainte-Cécile-de-Whitton, Municipalité (MÉ)",2021A00052430050,Subdivision de recensement,00000,853,,715,,0,,45,,10,,5,,35,,35,,250,,25,,830,,110,,670,,670,,39500,,670,,220,,57.5,
2430055,"Audet, Municipalité (MÉ)",2021A00052430055,Subdivision de recensement,00000,708,,530,,5,,25,,0,,0,,30,,20,,195,,20,,700,,85,,555,,545,,38600,,555,,180,,59.5,
2430070,"Saint-Robert-Bellarmin, Municipalité (MÉ)",2021A00052430070,Subdivision de recensement,00000,529,,460,,0,,10,,0,,0,,25,,35,,165,,20,,530,,55,,465,,455,,38400,,465,,240,,58.1,
2430072,"Saint-Ludger, Municipalité (MÉ)",2021A00052430072,Subdivision de recensement,00000,1074,,920,,0,,25,,5,,10,,55,,80,,315,,35,,1010,,125,,860,,855,,40900,,860,,270,,62.2,
2430080,"Lac-Drolet, Municipalité (MÉ)",2021A00052430080,Subdivision de recensement,00000,1067,,910,,0,,35,,15,,5,,60,,60,,310,,25,,1040,,170,,865,,850,,43400,,865,,305,,63.6,
2430085,"Saint-Sébastien, Municipalité (MÉ)",2021A00052430085,Subdivision de recensement,00000,674,,550,,0,,20,,0,,0,,25,,35,,210,,15,,675,,90,,540,,540,,39000,,540,,155,,59.3,
2430090,"Courcelles, Municipalité (MÉ)",2021A00052430090,Subdivision de recensement,00000,814,,690,,0,,25,,5,,15,,45,,40,,235,,30,,810,,145,,735,,690,,34800,,735,,310,,53.7,
2430095,"Lambton, Municipalité (MÉ)",2021A00052430095,Subdivision de recensement,00010,1630,,1410,,0,,65,,20,,10,,105,,115,,470,,65,,1565,,275,,1345,,1330,,41440,,1345,,420,,56.1,
2430100,"Saint-Romain, Municipalité (MÉ)",2021A00052430100,Subdivision de recensement,00000,711,,610,,0,,30,,0,,5,,35,,35,,210,,15,,705,,115,,570,,570,,43000,,565,,175,,57.5,
2430105,"Stornoway, Municipalité (MÉ)",2021A00052430105,Subdivision de recensement,00000,535,,465,,0,,25,,5,,5,,25,,20,,175,,20,,530,,70,,555,,545,,41200,,555,,215,,64,
2430110,"Stratford, Canton (municipalité de) (CT)",2021A00052430110,Subdivision de recensement,00010,1036,,945,,0,,85,,5,,5,,70,,55,,350,,30,,1030,,180,,950,,935,,40700,,950,,125,,43.7,
2431008,"Beaulac-Garthby, Municipalité (MÉ)",2021A00052431008,Subdivision de recensement,00000,931,,870,,0,,45,,5,,10,,65,,60,,300,,25,,910,,170,,865,,840,,39100,,865,,195,,38.7,
2431015,"Disraeli, Ville (V)",2021A00052431015,Subdivision de recensement,00000,2360,,2050,,5,,60,,10,,40,,180,,225,,630,,105,,2310,,575,,1995,,1985,,37560,,1995,,520,,51.6,
2431020,"Disraeli, Paroisse (municipalité de) (PE)",2021A00052431020,Subdivision de recensement,00000,1163,,1015,,0,,60,,10,,5,,65,,60,,370,,30,,1160,,160,,1005,,1000,,42900,,1005,,215,,52.2,
2431025,"Saint-Jacques-le-Majeur-de-Wolfestown, Paroisse (municipalité de) (PE)",2021A00052431025,Subdivision de recensement,00909,186,,160,,0,,10,,0,,0,,10,,5,,60,,5,,185,,30,,155,,,x,,x,155,,35,,45.2,
2431030,"Saint-Fortunat, Municipalité (MÉ)",2021A00052431030,Subdivision de recensement,00000,255,,225,,0,,10,,0,,5,,20,,15,,60,,0,,255,,65,,275,,275,,31000,,270,,90,,72.2,
2431035,"Saint-Julien, Municipalité (MÉ)",2021A00052431035,Subdivision de recensement,00000,378,,325,,0,,20,,5,,5,,20,,10,,125,,10,,380,,45,,295,,295,,34000,,295,,60,,47.5,
2431040,"Irlande, Municipalité (MÉ)",2021A00052431040,Subdivision de recensement,00000,897,,760,,0,,25,,5,,10,,40,,35,,285,,15,,895,,95,,760,,760,,37900,,760,,170,,52.6,
2431045,"Saint-Joseph-de-Coleraine, Municipalité (MÉ)",2021A00052431045,Subdivision de recensement,00000,1820,,1575,,5,,95,,20,,20,,95,,100,,550,,65,,1785,,305,,1550,,1540,,41240,,1550,,480,,46.5,
2431050,"Sainte-Praxède, Paroisse (municipalité de) (PE)",2021A00052431050,Subdivision de recensement,01010,351,,300,,0,,15,,0,,5,,15,,15,,120,,10,,350,,40,,285,,285,,40400,,285,,65,,40.4,
2431056,"Adstock, Municipalité (MÉ)",2021A00052431056,Subdivision de recensement,00000,2903,,2425,,5,,115,,10,,15,,125,,135,,860,,70,,2880,,395,,2380,,2335,,52250,,2380,,465,,54.8,
2431060,"Sainte-Clotilde-de-Beauce, Municipalité (MÉ)",2021A00052431060,Subdivision de recensement,00000,569,,475,,0,,20,,0,,5,,20,,25,,165,,10,,555,,65,,435,,425,,49600,,435,,135,,71.3,
2431084,"Thetford Mines, Ville (V)",2021A00052431084,Subdivision de recensement,00000,26072,,22540,,40,,955,,140,,220,,1820,,1945,,7020,,1065,,24250,,4940,,20725,,20475,,42400,,20720,,4480,,52.7,
2431095,"Saint-Adrien-d'Irlande, Municipalité (MÉ)",2021A00052431095,Subdivision de recensement,00000,395,,330,,0,,25,,5,,0,,10,,10,,120,,10,,395,,55,,315,,310,,38000,,315,,100,,66.7,
2431100,"Saint-Jean-de-Brébeuf, Municipalité (MÉ)",2021A00052431100,Subdivision de recensement,00000,351,,285,,0,,15,,5,,0,,15,,15,,105,,5,,350,,50,,285,,280,,39600,,280,,70,,69.6,
2431105,"Kinnear's Mills, Municipalité (MÉ)",2021A00052431105,Subdivision de recensement,00000,397,,330,,0,,15,,0,,5,,15,,10,,120,,15,,395,,45,,340,,340,,39800,,340,,75,,66.2,
2431122,"East Broughton, Municipalité (MÉ)",2021A00052431122,Subdivision de recensement,00000,2248,,1880,,10,,70,,25,,15,,100,,125,,665,,80,,2180,,335,,1880,,1855,,40440,,1880,,505,,56.1,
2431130,"Sacré-Coeur-de-Jésus, Paroisse (municipalité de) (PE)",2021A00052431130,Subdivision de recensement,00000,536,,425,,0,,25,,5,,0,,15,,20,,160,,15,,540,,60,,400,,395,,42600,,400,,110,,55,
2431135,"Saint-Pierre-de-Broughton, Municipalité (MÉ)",2021A00052431135,Subdivision de recensement,00000,889,,725,,0,,20,,5,,5,,45,,25,,270,,30,,890,,130,,700,,680,,40200,,700,,170,,64.3,
2431140,"Saint-Jacques-de-Leeds, Municipalité (MÉ)",2021A00052431140,Subdivision de recensement,00000,711,,570,,0,,15,,0,,5,,30,,30,,200,,15,,710,,110,,595,,575,,39800,,595,,145,,51.3,
2432013,"Saint-Ferdinand, Municipalité (MÉ)",2021A00052432013,Subdivision de recensement,00000,2007,,1775,,5,,100,,25,,10,,130,,90,,625,,50,,1995,,350,,1755,,1740,,44960,,1755,,440,,52.1,
2432023,"Sainte-Sophie-d'Halifax, Municipalité (MÉ)",2021A00052432023,Subdivision de recensement,00000,595,,485,,0,,20,,5,,0,,15,,20,,185,,20,,595,,50,,465,,450,,41000,,465,,120,,63.4,
2432033,"Princeville, Ville (V)",2021A00052432033,Subdivision de recensement,00000,6218,,5095,,15,,180,,35,,55,,290,,265,,1755,,240,,6125,,965,,5000,,4935,,41000,,5000,,1430,,67.5,
2432040,"Plessisville, Ville (V)",2021A00052432040,Subdivision de recensement,00000,6414,,5470,,10,,195,,35,,70,,450,,425,,1695,,255,,6260,,1390,,5315,,5230,,41320,,5315,,1455,,56.6,
2432045,"Plessisville, Paroisse (municipalité de) (PE)",2021A00052432045,Subdivision de recensement,00000,2655,,2135,,5,,100,,10,,15,,90,,65,,800,,60,,2625,,255,,2100,,2095,,46200,,2100,,535,,68.8,
2432050,"Saint-Pierre-Baptiste, Paroisse (municipalité de) (PE)",2021A00052432050,Subdivision de recensement,00000,560,,440,,0,,20,,5,,5,,25,,25,,150,,15,,545,,85,,470,,470,,37400,,465,,105,,66.7,
2432058,"Inverness, Municipalité (MÉ)",2021A00052432058,Subdivision de recensement,00000,910,,765,,0,,30,,0,,5,,55,,40,,265,,20,,900,,150,,735,,730,,40200,,735,,130,,55.1,
2432065,"Lyster, Municipalité (MÉ)",2021A00052432065,Subdivision de recensement,00000,1587,,1310,,5,,45,,5,,10,,70,,110,,420,,55,,1520,,245,,1245,,1225,,38600,,1240,,405,,61.3,
2432072,"Laurierville, Municipalité (MÉ)",2021A00052432072,Subdivision de recensement,00000,1313,,1090,,0,,45,,5,,10,,55,,70,,385,,40,,1285,,190,,1050,,1050,,40200,,1055,,230,,63,
2432080,"Notre-Dame-de-Lourdes, Paroisse (municipalité de) (PE)",2021A00052432080,Subdivision de recensement,00000,787,,630,,5,,30,,0,,5,,35,,15,,235,,25,,785,,95,,660,,645,,41000,,660,,155,,64.4,
2432085,"Villeroy, Municipalité (MÉ)",2021A00052432085,Subdivision de recensement,00000,488,,400,,0,,30,,5,,0,,25,,20,,150,,25,,490,,55,,410,,405,,36200,,410,,155,,63.4,
2433007,"Saint-Sylvestre, Municipalité (MÉ)",2021A00052433007,Subdivision de recensement,00000,1019,,840,,0,,35,,0,,10,,50,,50,,300,,30,,990,,130,,795,,775,,43900,,795,,170,,64.8,
2433017,"Sainte-Agathe-de-Lotbinière, Municipalité (MÉ)",2021A00052433017,Subdivision de recensement,00000,1049,,910,,0,,25,,5,,15,,50,,60,,290,,35,,1010,,170,,855,,840,,40800,,855,,245,,64.3,
2433025,"Saint-Patrice-de-Beaurivage, Municipalité (MÉ)",2021A00052433025,Subdivision de recensement,00000,1109,,880,,0,,25,,5,,10,,30,,50,,310,,30,,1100,,135,,880,,865,,44900,,875,,260,,65.1,
2433030,"Saint-Narcisse-de-Beaurivage, Paroisse (municipalité de) (PE)",2021A00052433030,Subdivision de recensement,00000,1152,,895,,0,,15,,0,,10,,40,,25,,330,,35,,1150,,110,,905,,875,,43500,,900,,170,,74.6,
2433035,"Saint-Gilles, Municipalité (MÉ)",2021A00052433035,Subdivision de recensement,00000,2910,,2315,,5,,90,,15,,20,,110,,175,,820,,85,,2810,,365,,2200,,2175,,46200,,2200,,505,,65.7,
2433040,"Dosquet, Municipalité (MÉ)",2021A00052433040,Subdivision de recensement,00000,935,,800,,0,,30,,5,,10,,35,,35,,280,,35,,935,,140,,775,,760,,39300,,775,,270,,66.5,
2433045,"Saint-Agapit, Municipalité (MÉ)",2021A00052433045,Subdivision de recensement,00000,4526,,3565,,10,,135,,15,,40,,170,,190,,1290,,190,,4475,,575,,3530,,3495,,45440,,3530,,715,,67.3,
2433052,"Saint-Flavien, Municipalité (MÉ)",2021A00052433052,Subdivision de recensement,00000,1619,,1340,,5,,40,,10,,10,,55,,80,,455,,55,,1540,,200,,1255,,1245,,41400,,1255,,320,,66.5,
2433060,"Laurier-Station, Village (VL)",2021A00052433060,Subdivision de recensement,00000,2570,,2150,,10,,70,,10,,20,,130,,130,,730,,80,,2470,,375,,2070,,2045,,44040,,2070,,580,,66.9,
2433065,"Saint-Janvier-de-Joly, Municipalité (MÉ)",2021A00052433065,Subdivision de recensement,00000,1079,,890,,0,,45,,5,,0,,55,,40,,325,,35,,1070,,140,,880,,875,,42800,,880,,305,,58,
2433070,"Val-Alain, Municipalité (MÉ)",2021A00052433070,Subdivision de recensement,00000,986,,800,,0,,30,,0,,10,,55,,30,,280,,40,,985,,145,,835,,820,,39200,,835,,275,,58.1,
2433080,"Saint-Édouard-de-Lotbinière, Paroisse (municipalité de) (PE)",2021A00052433080,Subdivision de recensement,00000,1240,,1000,,0,,30,,5,,15,,45,,60,,335,,35,,1215,,175,,985,,980,,41200,,985,,245,,65,
2433085,"Notre-Dame-du-Sacré-Coeur-d'Issoudun, Paroisse (municipalité de) (PE)",2021A00052433085,Subdivision de recensement,00000,867,,690,,0,,30,,5,,5,,35,,20,,255,,30,,865,,90,,700,,695,,49100,,700,,180,,70,
2433090,"Saint-Apollinaire, Municipalité (MÉ)",2021A00052433090,Subdivision de recensement,00000,7968,,6230,,20,,285,,35,,60,,295,,195,,2325,,260,,7850,,915,,6110,,6065,,50960,,6110,,1010,,73.5,
2433095,"Saint-Antoine-de-Tilly, Municipalité (MÉ)",2021A00052433095,Subdivision de recensement,00000,1682,,1420,,5,,105,,10,,25,,80,,70,,500,,50,,1660,,230,,1385,,1375,,54000,,1380,,185,,58.3,
2433102,"Sainte-Croix, Municipalité (MÉ)",2021A00052433102,Subdivision de recensement,00000,2529,,2120,,10,,80,,15,,25,,130,,130,,705,,85,,2405,,395,,1990,,1965,,43240,,1990,,425,,60.8,
2433115,"Lotbinière, Municipalité (MÉ)",2021A00052433115,Subdivision de recensement,00000,855,,790,,0,,45,,0,,10,,50,,60,,245,,15,,815,,175,,760,,750,,49900,,760,,150,,46.1,
2433123,"Leclercville, Municipalité (MÉ)",2021A00052433123,Subdivision de recensement,00000,491,,400,,0,,20,,5,,5,,30,,25,,150,,15,,490,,80,,375,,370,,41800,,370,,65,,55.4,
2434007,"Neuville, Ville (V)",2021A00052434007,Subdivision de recensement,00000,4475,,3690,,10,,235,,25,,30,,180,,120,,1400,,130,,4480,,475,,3685,,3660,,56200,,3685,,340,,61.5,
2434017,"Pont-Rouge, Ville (V)",2021A00052434017,Subdivision de recensement,00000,10121,,8090,,30,,380,,35,,90,,370,,295,,2985,,370,,9920,,1130,,7885,,7770,,52500,,7885,,1240,,65.4,
2434025,"Donnacona, Ville (V)",2021A00052434025,Subdivision de recensement,00000,7436,,6165,,15,,280,,45,,85,,435,,445,,1985,,300,,6935,,1230,,5665,,5610,,47920,,5665,,865,,59.9,
2434030,"Cap-Santé, Ville (V)",2021A00052434030,Subdivision de recensement,00000,3594,,2905,,10,,170,,25,,30,,145,,135,,1115,,115,,3530,,375,,2860,,2835,,50360,,2860,,370,,62.9,
2434038,"Saint-Basile, Ville (V)",2021A00052434038,Subdivision de recensement,00000,2709,,2235,,5,,85,,10,,25,,145,,130,,780,,120,,2685,,455,,2200,,2180,,45480,,2200,,495,,58,
2434048,"Portneuf, Ville (V)",2021A00052434048,Subdivision de recensement,00000,3329,,2845,,5,,160,,20,,35,,175,,185,,990,,125,,3270,,595,,2805,,2765,,46400,,2805,,530,,53.8,
2434058,"Deschambault-Grondines, Municipalité (MÉ)",2021A00052434058,Subdivision de recensement,00000,2235,,1880,,10,,120,,10,,25,,115,,90,,640,,75,,2230,,380,,1855,,1810,,49560,,1855,,285,,57.1,
2434060,"Saint-Gilbert, Paroisse (municipalité de) (PE)",2021A00052434060,Subdivision de recensement,00000,283,,250,,0,,10,,0,,0,,10,,5,,90,,5,,280,,30,,245,,245,,41200,,245,,40,,61.2,
2434065,"Saint-Marc-des-Carrières, Ville (V)",2021A00052434065,Subdivision de recensement,00000,2901,,2450,,5,,110,,15,,35,,170,,210,,805,,125,,2775,,505,,2300,,2275,,42840,,2305,,550,,51.8,
2434078,"Saint-Casimir, Municipalité (MÉ)",2021A00052434078,Subdivision de recensement,00000,1449,,1250,,5,,40,,10,,20,,75,,85,,395,,50,,1380,,270,,1200,,1195,,38800,,1200,,265,,53.8,
2434085,"Saint-Thuribe, Paroisse (municipalité de) (PE)",2021A00052434085,Subdivision de recensement,00000,298,,240,,0,,5,,0,,0,,20,,10,,80,,0,,300,,45,,225,,225,,34000,,225,,40,,48.9,
2434090,"Saint-Ubalde, Municipalité (MÉ)",2021A00052434090,Subdivision de recensement,00000,1456,,1250,,10,,70,,10,,10,,75,,95,,435,,35,,1450,,290,,1270,,1255,,42300,,1275,,310,,43.5,
2434097,"Saint-Alban, Municipalité (MÉ)",2021A00052434097,Subdivision de recensement,00000,1196,,1030,,0,,55,,10,,15,,70,,65,,355,,55,,1195,,215,,995,,980,,41200,,1000,,280,,54.5,
2434105,"Sainte-Christine-d'Auvergne, Municipalité (MÉ)",2021A00052434105,Subdivision de recensement,00000,617,,550,,0,,40,,5,,10,,35,,25,,195,,10,,620,,120,,565,,545,,43000,,565,,90,,51.3,
2434115,"Saint-Léonard-de-Portneuf, Municipalité (MÉ)",2021A00052434115,Subdivision de recensement,00000,1140,,940,,0,,60,,5,,10,,55,,55,,340,,50,,1140,,170,,955,,955,,44000,,955,,185,,56.5,
2434120,"Lac-Sergent, Ville (V)",2021A00052434120,Subdivision de recensement,01010,541,,460,,0,,30,,5,,0,,20,,15,,170,,5,,540,,95,,435,,425,,80400,,435,,35,,54,
2434128,"Saint-Raymond, Ville (V)",2021A00052434128,Subdivision de recensement,00000,11108,,9280,,30,,405,,55,,95,,540,,550,,3290,,415,,10810,,1630,,9010,,8850,,47080,,9010,,1750,,60.8,
2434135,"Rivière-à-Pierre, Municipalité (MÉ)",2021A00052434135,Subdivision de recensement,01010,625,,555,,5,,30,,5,,15,,55,,30,,195,,25,,620,,125,,560,,560,,46400,,565,,170,,46.9,
2434902,"Lac-Blanc, Non organisé (NO)",2021A00052434902,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2434904,"Linton, Non organisé (NO)",2021A00052434904,Subdivision de recensement,09999,10,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2434906,"Lac-Lapeyrère, Non organisé (NO)",2021A00052434906,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2435005,"Notre-Dame-de-Montauban, Municipalité (MÉ)",2021A00052435005,Subdivision de recensement,01000,815,,755,,0,,50,,5,,10,,65,,50,,250,,25,,810,,185,,675,,665,,39100,,675,,170,,34.8,
2435010,"Lac-aux-Sables, Paroisse (municipalité de) (PE)",2021A00052435010,Subdivision de recensement,00010,1380,,1260,,0,,75,,15,,15,,85,,125,,425,,50,,1370,,305,,1230,,1220,,41700,,1230,,255,,42.3,
2435015,"Saint-Adelphe, Paroisse (municipalité de) (PE)",2021A00052435015,Subdivision de recensement,00000,922,,805,,5,,40,,10,,5,,45,,75,,290,,35,,910,,155,,825,,805,,40400,,825,,200,,53.9,
2435020,"Saint-Séverin, Paroisse (municipalité de) (PE)",2021A00052435020,Subdivision de recensement,00000,812,,675,,0,,25,,5,,10,,40,,45,,220,,25,,800,,135,,750,,750,,41300,,750,,170,,52,
2435027,"Saint-Tite, Ville (V)",2021A00052435027,Subdivision de recensement,00000,3672,,3240,,10,,155,,30,,40,,260,,350,,1025,,165,,3575,,855,,3100,,3070,,39560,,3100,,750,,47.4,
2435035,"Hérouxville, Paroisse (municipalité de) (PE)",2021A00052435035,Subdivision de recensement,00000,1367,,1180,,5,,80,,15,,10,,65,,55,,430,,65,,1355,,185,,1170,,1145,,40700,,1170,,240,,52.1,
2435040,"Grandes-Piles, Village (VL)",2021A00052435040,Subdivision de recensement,00000,493,,440,,0,,30,,5,,5,,35,,20,,160,,10,,490,,100,,425,,425,,53200,,425,,30,,41.2,
2435045,"Saint-Roch-de-Mékinac, Paroisse (municipalité de) (PE)",2021A00052435045,Subdivision de recensement,00010,304,,280,,0,,20,,5,,5,,20,,20,,95,,10,,305,,80,,340,,335,,47000,,340,,80,,64.7,
2435050,"Sainte-Thècle, Municipalité (MÉ)",2021A00052435050,Subdivision de recensement,00000,2415,,2095,,10,,105,,15,,30,,140,,185,,700,,105,,2330,,470,,2030,,1990,,36640,,2030,,540,,42.4,
2435055,"Trois-Rives, Municipalité (MÉ)",2021A00052435055,Subdivision de recensement,01010,512,,475,,0,,30,,5,,5,,50,,40,,160,,15,,510,,125,,490,,490,,43000,,485,,130,,40.2,
2435902,"Lac-Masketsi, Non organisé (NO)",2021A00052435902,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2435904,"Lac-Normand, Non organisé (NO)",2021A00052435904,Subdivision de recensement,09999,29,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2435906,"Rivière-de-la-Savane, Non organisé (NO)",2021A00052435906,Subdivision de recensement,05999,41,,40,,0,,0,,0,,0,,10,,10,,5,,0,,35,,25,,,x,,x,,x,,x,,x,,x
2435908,"Lac-Boulé, Non organisé (NO)",2021A00052435908,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2436033,"Shawinigan, Ville (V)",2021A00052436033,Subdivision de recensement,00000,49620,,43330,,120,,2120,,300,,555,,3985,,3390,,13330,,2260,,47640,,11055,,41350,,40725,,41280,,41355,,9315,,48.2,
2437067,"Trois-Rivières, Ville (V)",2021A00052437067,Subdivision de recensement,00000,139163,,119595,,300,,5320,,685,,1435,,9590,,8010,,37135,,6250,,133675,,27500,,114125,,111845,,46440,,114125,,19205,,54.9,
2437205,"Sainte-Anne-de-la-Pérade, Municipalité (MÉ)",2021A00052437205,Subdivision de recensement,00000,2031,,1740,,10,,65,,10,,30,,145,,145,,555,,95,,1945,,395,,1605,,1575,,42720,,1605,,340,,48.9,
2437210,"Batiscan, Municipalité (MÉ)",2021A00052437210,Subdivision de recensement,00000,958,,855,,5,,60,,5,,5,,45,,45,,305,,30,,955,,155,,855,,840,,43200,,850,,135,,46.5,
2437215,"Sainte-Geneviève-de-Batiscan, Paroisse (municipalité de) (PE)",2021A00052437215,Subdivision de recensement,00000,1028,,915,,0,,50,,10,,5,,55,,55,,310,,35,,1020,,190,,920,,905,,43500,,920,,240,,52.7,
2437220,"Champlain, Municipalité (MÉ)",2021A00052437220,Subdivision de recensement,00000,1807,,1545,,5,,105,,15,,15,,85,,70,,560,,60,,1805,,285,,1545,,1515,,48840,,1545,,160,,53.1,
2437225,"Saint-Luc-de-Vincennes, Municipalité (MÉ)",2021A00052437225,Subdivision de recensement,00000,519,,445,,0,,15,,5,,5,,35,,20,,150,,20,,520,,95,,455,,455,,43600,,455,,65,,60.4,
2437230,"Saint-Maurice, Paroisse (municipalité de) (PE)",2021A00052437230,Subdivision de recensement,00000,3432,,2615,,10,,115,,15,,20,,125,,120,,1000,,115,,3405,,340,,2590,,2530,,49240,,2590,,405,,65.8,
2437235,"Notre-Dame-du-Mont-Carmel, Paroisse (municipalité de) (PE)",2021A00052437235,Subdivision de recensement,00000,6121,,4975,,10,,240,,40,,35,,265,,190,,1845,,230,,6030,,690,,4970,,4895,,45880,,4975,,905,,59.3,
2437240,"Saint-Narcisse, Paroisse (municipalité de) (PE)",2021A00052437240,Subdivision de recensement,00000,1801,,1515,,5,,60,,5,,20,,105,,110,,515,,80,,1765,,320,,1475,,1440,,42160,,1475,,270,,53.2,
2437245,"Saint-Stanislas, Municipalité (MÉ)",2021A00052437245,Subdivision de recensement,00000,1001,,880,,0,,40,,5,,10,,50,,45,,300,,30,,1000,,200,,880,,860,,44700,,880,,155,,52.3,
2437250,"Saint-Prosper-de-Champlain, Municipalité (MÉ)",2021A00052437250,Subdivision de recensement,00000,482,,420,,0,,20,,5,,5,,40,,25,,135,,15,,465,,105,,360,,360,,39800,,360,,75,,47.2,
2438005,"Saint-Sylvère, Municipalité (MÉ)",2021A00052438005,Subdivision de recensement,00000,786,,645,,0,,30,,0,,5,,30,,30,,230,,25,,785,,95,,710,,695,,38300,,705,,195,,60.3,
2438010,"Bécancour, Ville (V)",2021A00052438010,Subdivision de recensement,00000,13561,,11260,,25,,515,,85,,120,,730,,505,,3875,,515,,13165,,2045,,10865,,10735,,50160,,10860,,1750,,61.5,
2438015,"Sainte-Marie-de-Blandford, Municipalité (MÉ)",2021A00052438015,Subdivision de recensement,00000,443,,400,,5,,30,,0,,5,,20,,20,,145,,20,,440,,70,,345,,345,,39000,,345,,90,,50.7,
2438020,"Lemieux, Municipalité (MÉ)",2021A00052438020,Subdivision de recensement,00000,292,,245,,0,,15,,0,,0,,15,,10,,80,,10,,290,,40,,200,,195,,38800,,205,,55,,58.5,
2438028,"Manseau, Municipalité (MÉ)",2021A00052438028,Subdivision de recensement,00000,807,,690,,0,,35,,0,,5,,55,,55,,230,,45,,795,,150,,675,,670,,31850,,675,,255,,42.2,
2438035,"Sainte-Françoise, Municipalité (MÉ)",2021A00052438035,Subdivision de recensement,00000,467,,415,,0,,20,,5,,5,,25,,15,,150,,15,,470,,65,,465,,455,,35800,,465,,130,,58.1,
2438040,"Sainte-Sophie-de-Lévrard, Paroisse (municipalité de) (PE)",2021A00052438040,Subdivision de recensement,00000,704,,615,,0,,25,,0,,5,,50,,40,,195,,30,,705,,140,,570,,560,,36200,,570,,175,,48.2,
2438047,"Fortierville, Municipalité (MÉ)",2021A00052438047,Subdivision de recensement,00000,660,,550,,0,,20,,5,,25,,35,,40,,175,,20,,630,,100,,550,,545,,38800,,545,,120,,45.9,
2438055,"Parisville, Paroisse (municipalité de) (PE)",2021A00052438055,Subdivision de recensement,00000,396,,320,,0,,10,,0,,0,,25,,20,,115,,20,,395,,65,,310,,310,,38400,,310,,120,,53.2,
2438060,"Sainte-Cécile-de-Lévrard, Paroisse (municipalité de) (PE)",2021A00052438060,Subdivision de recensement,00000,349,,290,,0,,10,,0,,0,,20,,15,,100,,10,,350,,45,,320,,310,,35600,,315,,75,,66.7,
2438065,"Saint-Pierre-les-Becquets, Municipalité (MÉ)",2021A00052438065,Subdivision de recensement,00000,1183,,1040,,0,,55,,5,,10,,85,,90,,325,,45,,1100,,200,,955,,930,,47400,,950,,200,,50.5,
2438070,"Deschaillons-sur-Saint-Laurent, Municipalité (MÉ)",2021A00052438070,Subdivision de recensement,00000,906,,810,,0,,50,,10,,10,,70,,50,,260,,25,,880,,185,,770,,760,,43000,,770,,150,,45.5,
