code_sdr,nom_sdr,idugd,niveau_geo,qualite_geo,c1,symbole_c1,c58,symbole_c58,c63,symbole_c63,c64,symbole_c64,c65,symbole_c65,c68,symbole_c68,c69,symbole_c69,c70,symbole_c70,c78,symbole_c78,c86,symbole_c86,c89,symbole_c89,c97,symbole_c97,c126,symbole_c126,c127,symbole_c127,c128,symbole_c128,c1998,symbole_c1998,c1999,symbole_c1999,c2229,symbole_c2229
2479906,"Lac-Wagwabika, Non organisé (NO)",2021A00052479906,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2479910,"Lac-Bazinet, Non organisé (NO)",2021A00052479910,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2479912,"Lac-De La Bidière, Non organisé (NO)",2021A00052479912,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2479914,"Lac-Oscar, Non organisé (NO)",2021A00052479914,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2479916,"Lac-de-la-Maison-de-Pierre, Non organisé (NO)",2021A00052479916,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2479920,"Baie-des-Chaloupes, Non organisé (NO)",2021A00052479920,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2479922,"Lac-Douaire, Non organisé (NO)",2021A00052479922,Subdivision de recensement,09999,5,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2479924,"Lac-Ernest, Non organisé (NO)",2021A00052479924,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2479926,"Lac-Marguerite, Non organisé (NO)",2021A00052479926,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2480005,"Fassett, Municipalité (MÉ)",2021A00052480005,Subdivision de recensement,00000,453,,410,,0,,15,,5,,10,,40,,30,,130,,20,,445,,100,,425,,425,,38400,,425,,115,,40,
2480010,"Montebello, Municipalité (MÉ)",2021A00052480010,Subdivision de recensement,00000,934,,815,,10,,50,,5,,20,,80,,65,,250,,45,,895,,190,,810,,810,,44500,,810,,175,,51.2,
2480015,"Notre-Dame-de-Bonsecours, Municipalité (MÉ)",2021A00052480015,Subdivision de recensement,00000,285,,250,,0,,15,,0,,5,,10,,25,,90,,5,,285,,40,,260,,255,,48000,,255,,75,,60.8,
2480020,"Notre-Dame-de-la-Paix, Municipalité (MÉ)",2021A00052480020,Subdivision de recensement,00000,675,,570,,5,,25,,0,,10,,50,,30,,170,,25,,655,,115,,515,,510,,37600,,515,,175,,46.6,
2480027,"Saint-André-Avellin, Municipalité (MÉ)",2021A00052480027,Subdivision de recensement,00000,3562,,3120,,10,,150,,25,,55,,250,,200,,1035,,160,,3435,,555,,3015,,2975,,41680,,3015,,805,,47.4,
2480037,"Papineauville, Municipalité (MÉ)",2021A00052480037,Subdivision de recensement,00000,2153,,1840,,5,,90,,10,,30,,145,,110,,640,,105,,2145,,360,,1835,,1780,,39680,,1835,,490,,53.4,
2480045,"Plaisance, Municipalité (MÉ)",2021A00052480045,Subdivision de recensement,00000,1129,,975,,5,,65,,5,,15,,65,,50,,335,,35,,1115,,150,,925,,910,,45700,,920,,195,,54.3,
2480050,"Thurso, Ville (V)",2021A00052480050,Subdivision de recensement,00000,3084,,2525,,15,,85,,10,,40,,170,,190,,875,,190,,3050,,515,,2515,,2440,,42280,,2515,,835,,54.7,
2480055,"Lochaber, Canton (municipalité de) (CT)",2021A00052480055,Subdivision de recensement,00010,446,,380,,0,,15,,0,,5,,25,,20,,135,,20,,445,,40,,355,,350,,36200,,350,,75,,47.1,
2480060,"Lochaber-Partie-Ouest, Canton (municipalité de) (CT)",2021A00052480060,Subdivision de recensement,00000,926,,745,,5,,35,,5,,10,,30,,25,,295,,35,,925,,55,,745,,730,,48300,,745,,155,,63.1,
2480065,"Mayo, Municipalité (MÉ)",2021A00052480065,Subdivision de recensement,00000,704,,585,,5,,25,,5,,15,,45,,20,,220,,25,,700,,75,,590,,580,,58800,,590,,60,,61,
2480070,"Saint-Sixte, Municipalité (MÉ)",2021A00052480070,Subdivision de recensement,00000,490,,415,,5,,25,,0,,0,,30,,15,,150,,10,,490,,45,,395,,395,,42400,,395,,110,,49.4,
2480078,"Ripon, Municipalité (MÉ)",2021A00052480078,Subdivision de recensement,00000,1735,,1480,,5,,80,,15,,20,,110,,85,,535,,55,,1735,,245,,1475,,1455,,46880,,1475,,265,,49.2,
2480085,"Mulgrave-et-Derry, Municipalité (MÉ)",2021A00052480085,Subdivision de recensement,02020,461,,415,,0,,20,,5,,10,,20,,20,,140,,10,,460,,85,,425,,415,,49000,,425,,90,,51.8,
2480090,"Montpellier, Municipalité (MÉ)",2021A00052480090,Subdivision de recensement,01000,1112,,1015,,5,,80,,10,,10,,125,,75,,340,,40,,1110,,230,,1015,,1000,,38900,,1015,,305,,36.5,
2480095,"Lac-Simon, Municipalité (MÉ)",2021A00052480095,Subdivision de recensement,02020,1057,,955,,0,,75,,10,,10,,105,,75,,340,,35,,1050,,210,,945,,925,,51800,,945,,160,,37.6,
2480103,"Chénéville, Municipalité (MÉ)",2021A00052480103,Subdivision de recensement,00000,848,,715,,5,,30,,15,,10,,70,,70,,225,,40,,825,,170,,790,,775,,35600,,790,,285,,44.9,
2480110,"Namur, Municipalité (MÉ)",2021A00052480110,Subdivision de recensement,00010,633,,550,,0,,25,,5,,15,,30,,40,,185,,25,,615,,105,,510,,500,,29300,,510,,200,,38.2,
2480115,"Boileau, Municipalité (MÉ)",2021A00052480115,Subdivision de recensement,01010,405,,360,,0,,20,,5,,5,,40,,30,,125,,10,,405,,75,,370,,360,,41800,,370,,70,,40.5,
2480125,"Saint-Émile-de-Suffolk, Municipalité (MÉ)",2021A00052480125,Subdivision de recensement,01010,512,,450,,5,,25,,0,,5,,40,,30,,145,,30,,510,,90,,490,,480,,36800,,490,,185,,39.8,
2480130,"Lac-des-Plages, Municipalité (MÉ)",2021A00052480130,Subdivision de recensement,01020,548,,500,,0,,35,,0,,5,,45,,45,,170,,25,,545,,145,,395,,385,,37000,,395,,95,,39.2,
2480135,"Duhamel, Municipalité (MÉ)",2021A00052480135,Subdivision de recensement,02020,569,,555,,0,,30,,5,,10,,60,,55,,180,,10,,570,,155,,540,,540,,43400,,540,,115,,31.5,
2480140,"Val-des-Bois, Municipalité (MÉ)",2021A00052480140,Subdivision de recensement,01010,920,,850,,10,,75,,10,,15,,70,,70,,285,,25,,915,,200,,845,,845,,42400,,845,,295,,38.5,
2480145,"Bowman, Municipalité (MÉ)",2021A00052480145,Subdivision de recensement,01010,667,,610,,5,,45,,5,,10,,40,,35,,220,,15,,650,,105,,610,,595,,41400,,610,,205,,35.2,
2481017,"Gatineau, Ville (V)",2021A00052481017,Subdivision de recensement,00000,291041,,238440,,750,,7440,,830,,4815,,18220,,12030,,78735,,16360,,285715,,43580,,233135,,225980,,54700,,233135,,40650,,60.5,
2482005,"L'Ange-Gardien, Municipalité (MÉ)",2021A00052482005,Subdivision de recensement,00000,6102,,4945,,15,,260,,25,,40,,165,,140,,1880,,150,,6080,,305,,4920,,4810,,56950,,4920,,830,,66.3,
2482010,"Notre-Dame-de-la-Salette, Municipalité (MÉ)",2021A00052482010,Subdivision de recensement,00010,841,,710,,5,,40,,0,,10,,40,,30,,260,,40,,840,,115,,700,,695,,49200,,700,,200,,65,
2482015,"Val-des-Monts, Municipalité (MÉ)",2021A00052482015,Subdivision de recensement,00000,13328,,10755,,40,,480,,35,,155,,590,,355,,4030,,510,,13325,,1290,,10745,,10495,,57050,,10750,,2225,,65.3,
2482020,"Cantley, Municipalité (MÉ)",2021A00052482020,Subdivision de recensement,00000,11449,,9005,,45,,445,,40,,100,,310,,215,,3510,,340,,11435,,610,,8990,,8700,,65700,,8990,,1415,,69.6,
2482025,"Chelsea, Municipalité (MÉ)",2021A00052482025,Subdivision de recensement,00000,8000,,6415,,25,,275,,15,,90,,290,,170,,2415,,200,,7995,,590,,6410,,6250,,79900,,6415,,550,,65,
2482030,"Pontiac, Municipalité (MÉ)",2021A00052482030,Subdivision de recensement,00000,6142,,4940,,25,,200,,15,,75,,290,,200,,1810,,235,,6120,,555,,4915,,4765,,55450,,4915,,1180,,60.9,
2482035,"La Pêche, Municipalité (MÉ)",2021A00052482035,Subdivision de recensement,00000,8636,,7190,,40,,300,,45,,130,,475,,405,,2560,,345,,8495,,1045,,7050,,6850,,54000,,7055,,1380,,60.9,
2483005,"Denholm, Municipalité (MÉ)",2021A00052483005,Subdivision de recensement,02020,546,,485,,5,,25,,0,,5,,50,,30,,155,,20,,545,,115,,505,,480,,37800,,505,,205,,48.5,
2483010,"Low, Canton (municipalité de) (CT)",2021A00052483010,Subdivision de recensement,01010,1020,,900,,5,,40,,5,,25,,50,,65,,315,,55,,1020,,170,,880,,870,,43900,,880,,185,,53.4,
2483015,"Kazabazua, Municipalité (MÉ)",2021A00052483015,Subdivision de recensement,01010,1037,,885,,0,,40,,10,,15,,70,,55,,320,,60,,1035,,155,,895,,870,,36800,,895,,315,,40.8,
2483020,"Lac-Sainte-Marie, Municipalité (MÉ)",2021A00052483020,Subdivision de recensement,02020,677,,650,,0,,25,,0,,20,,70,,40,,205,,15,,680,,165,,650,,640,,50600,,645,,180,,51.2,
2483032,"Gracefield, Ville (V)",2021A00052483032,Subdivision de recensement,00010,2376,,2050,,5,,90,,15,,35,,150,,180,,690,,125,,2340,,415,,1990,,1955,,42560,,1985,,660,,47.6,
2483040,"Cayamant, Municipalité (MÉ)",2021A00052483040,Subdivision de recensement,02020,895,,800,,0,,35,,5,,20,,70,,60,,275,,45,,895,,165,,720,,705,,38700,,720,,250,,32.6,
2483045,"Blue Sea, Municipalité (MÉ)",2021A00052483045,Subdivision de recensement,01010,696,,630,,0,,35,,5,,10,,50,,45,,215,,25,,700,,140,,685,,670,,42800,,680,,140,,39,
2483050,"Bouchette, Municipalité (MÉ)",2021A00052483050,Subdivision de recensement,01010,695,,615,,0,,15,,5,,5,,35,,45,,210,,30,,695,,130,,640,,630,,38000,,640,,160,,48.4,
2483055,"Sainte-Thérèse-de-la-Gatineau, Municipalité (MÉ)",2021A00052483055,Subdivision de recensement,01010,588,,540,,0,,20,,5,,10,,30,,35,,190,,25,,580,,95,,570,,570,,44800,,570,,185,,42.1,
2483060,"Messines, Municipalité (MÉ)",2021A00052483060,Subdivision de recensement,00000,1655,,1440,,0,,55,,10,,20,,90,,95,,510,,80,,1650,,260,,1425,,1405,,43440,,1425,,345,,48.4,
2483065,"Maniwaki, Ville (V)",2021A00052483065,Subdivision de recensement,00010,3757,,3295,,10,,90,,30,,75,,335,,335,,970,,265,,3555,,850,,3100,,3015,,38880,,3095,,890,,47.7,
2483070,"Déléage, Municipalité (MÉ)",2021A00052483070,Subdivision de recensement,00000,1916,,1620,,10,,60,,10,,35,,110,,100,,570,,95,,1905,,290,,1630,,1600,,38360,,1630,,530,,48.5,
2483075,"Egan-Sud, Municipalité (MÉ)",2021A00052483075,Subdivision de recensement,00000,508,,465,,0,,20,,5,,5,,20,,30,,160,,25,,510,,75,,465,,455,,43600,,465,,120,,51.6,
2483085,"Bois-Franc, Municipalité (MÉ)",2021A00052483085,Subdivision de recensement,00000,411,,345,,0,,10,,0,,5,,20,,25,,125,,15,,410,,65,,370,,360,,45600,,370,,110,,59.5,
2483088,"Montcerf-Lytton, Municipalité (MÉ)",2021A00052483088,Subdivision de recensement,00010,653,,580,,0,,20,,5,,15,,35,,25,,210,,35,,655,,90,,550,,550,,39000,,555,,190,,43.2,
2483090,"Aumond, Canton (municipalité de) (CT)",2021A00052483090,Subdivision de recensement,01010,754,,660,,0,,20,,5,,15,,30,,40,,230,,25,,750,,110,,640,,635,,43200,,640,,205,,42.2,
2483095,"Grand-Remous, Municipalité (MÉ)",2021A00052483095,Subdivision de recensement,00010,1159,,1010,,5,,35,,10,,15,,65,,90,,335,,65,,1115,,220,,965,,955,,39600,,965,,340,,49.7,
2483802,"Kitigan Zibi, Réserve indienne (IRI)",2021A00052483802,Subdivision de recensement,03030,1204,,970,,0,,5,,0,,30,,65,,50,,310,,135,,1200,,260,,965,,890,,39800,,965,,275,,38.9,
2483804,"Lac-Rapide, Réserve indienne (IRI)",2021A00052483804,Subdivision de recensement,19999,,..,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2483902,"Lac-Pythonga, Non organisé (NO)",2021A00052483902,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2483904,"Cascades-Malignes, Non organisé (NO)",2021A00052483904,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2483906,"Lac-Lenôtre, Non organisé (NO)",2021A00052483906,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2483908,"Lac-Moselle, Non organisé (NO)",2021A00052483908,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2483912,"Dépôt-Échouani, Non organisé (NO)",2021A00052483912,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2484005,"Bristol, Municipalité (MÉ)",2021A00052484005,Subdivision de recensement,01010,1199,,1015,,5,,35,,5,,25,,95,,80,,320,,35,,1195,,210,,985,,950,,43900,,985,,245,,48.2,
2484010,"Shawville, Municipalité (MÉ)",2021A00052484010,Subdivision de recensement,00000,1668,,1455,,5,,30,,0,,30,,120,,215,,425,,100,,1535,,310,,1300,,1250,,43200,,1300,,340,,46.2,
2484015,"Clarendon, Municipalité (MÉ)",2021A00052484015,Subdivision de recensement,01010,1392,,1175,,5,,40,,0,,20,,85,,85,,425,,50,,1395,,185,,1225,,1215,,40900,,1220,,285,,57.8,
2484020,"Portage-du-Fort, Village (VL)",2021A00052484020,Subdivision de recensement,00909,232,,195,,0,,0,,0,,10,,20,,20,,60,,25,,235,,45,,180,,,x,,x,180,,45,,41.7,
2484025,"Bryson, Municipalité (MÉ)",2021A00052484025,Subdivision de recensement,00000,646,,530,,0,,15,,0,,5,,35,,40,,190,,35,,645,,90,,545,,535,,39400,,550,,190,,34.5,
2484030,"Campbell's Bay, Municipalité (MÉ)",2021A00052484030,Subdivision de recensement,00000,705,,595,,0,,20,,0,,10,,40,,70,,185,,30,,675,,120,,610,,600,,34800,,610,,180,,47.5,
2484035,"L'Île-du-Grand-Calumet, Municipalité (MÉ)",2021A00052484035,Subdivision de recensement,00000,648,,560,,5,,20,,5,,5,,60,,35,,195,,25,,645,,125,,590,,560,,41800,,585,,195,,46.2,
2484040,"Litchfield, Municipalité (MÉ)",2021A00052484040,Subdivision de recensement,01010,500,,415,,0,,10,,0,,0,,35,,45,,145,,20,,500,,85,,490,,465,,48400,,495,,105,,50.5,
2484045,"Thorne, Municipalité (MÉ)",2021A00052484045,Subdivision de recensement,02020,528,,475,,5,,10,,0,,15,,55,,30,,160,,25,,530,,110,,385,,370,,37600,,385,,90,,35.1,
2484050,"Alleyn-et-Cawood, Municipalité (MÉ)",2021A00052484050,Subdivision de recensement,02919,229,,200,,0,,20,,0,,5,,20,,20,,65,,10,,230,,60,,180,,,x,,x,180,,70,,22.2,
2484055,"Otter Lake, Municipalité (MÉ)",2021A00052484055,Subdivision de recensement,01010,1041,,900,,5,,30,,5,,20,,90,,80,,310,,50,,1040,,205,,865,,840,,39000,,865,,355,,39.3,
2484060,"Fort-Coulonge, Village (VL)",2021A00052484060,Subdivision de recensement,00000,1312,,1090,,0,,30,,10,,15,,80,,90,,390,,75,,1310,,185,,1085,,1050,,39700,,1090,,380,,43.6,
2484065,"Mansfield-et-Pontefract, Municipalité (MÉ)",2021A00052484065,Subdivision de recensement,00000,2250,,1910,,10,,45,,5,,25,,110,,135,,660,,90,,2185,,225,,1850,,1795,,44720,,1850,,660,,48.6,
2484070,"Waltham, Municipalité (MÉ)",2021A00052484070,Subdivision de recensement,01010,387,,320,,0,,10,,0,,10,,15,,20,,120,,25,,385,,55,,315,,300,,36000,,315,,70,,42.9,
2484082,"L'Isle-aux-Allumettes, Municipalité (MÉ)",2021A00052484082,Subdivision de recensement,00000,1382,,1160,,5,,35,,5,,30,,80,,70,,410,,50,,1380,,215,,1150,,1105,,45600,,1150,,255,,51.7,
2484090,"Chichester, Canton (municipalité de) (CT)",2021A00052484090,Subdivision de recensement,00000,350,,300,,0,,10,,0,,10,,15,,35,,100,,25,,350,,65,,330,,320,,36800,,325,,120,,46.2,
2484095,"Sheenboro, Municipalité (MÉ)",2021A00052484095,Subdivision de recensement,02929,149,,135,,0,,0,,0,,5,,10,,15,,45,,5,,150,,30,,125,,,x,,x,125,,10,,40,
2484100,"Rapides-des-Joachims, Municipalité (MÉ)",2021A00052484100,Subdivision de recensement,01929,141,,120,,0,,5,,0,,0,,15,,10,,40,,5,,135,,40,,110,,,x,,x,110,,30,,45.5,
2484902,"Lac-Nilgaut, Non organisé (NO)",2021A00052484902,Subdivision de recensement,09999,5,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2485005,"Témiscaming, Ville (V)",2021A00052485005,Subdivision de recensement,00000,2368,,1980,,15,,75,,10,,40,,130,,115,,690,,120,,2340,,410,,1960,,1905,,48080,,1960,,440,,47.2,
2485010,"Kipawa, Municipalité (MÉ)",2021A00052485010,Subdivision de recensement,01020,446,,400,,5,,10,,0,,5,,15,,15,,150,,20,,440,,70,,300,,290,,56000,,300,,80,,56.7,
2485015,"Saint-Édouard-de-Fabre, Paroisse (municipalité de) (PE)",2021A00052485015,Subdivision de recensement,00000,671,,550,,5,,30,,5,,5,,25,,25,,205,,25,,670,,75,,540,,520,,46800,,540,,175,,55.6,
2485020,"Béarn, Municipalité (MÉ)",2021A00052485020,Subdivision de recensement,00000,708,,590,,0,,30,,10,,10,,35,,25,,210,,30,,710,,135,,625,,610,,42800,,620,,145,,60.5,
2485025,"Ville-Marie, Ville (V)",2021A00052485025,Subdivision de recensement,00000,2464,,2110,,5,,85,,25,,45,,195,,220,,620,,95,,2290,,535,,1920,,1900,,47880,,1920,,390,,51.6,
2485030,"Duhamel-Ouest, Municipalité (MÉ)",2021A00052485030,Subdivision de recensement,00000,945,,790,,0,,50,,10,,15,,30,,30,,300,,30,,945,,95,,770,,750,,48800,,770,,120,,55.8,
2485037,"Lorrainville, Municipalité (MÉ)",2021A00052485037,Subdivision de recensement,00000,1286,,1035,,0,,45,,10,,20,,60,,65,,365,,65,,1275,,190,,1020,,1010,,46300,,1020,,230,,60.3,
2485045,"Saint-Bruno-de-Guigues, Municipalité (MÉ)",2021A00052485045,Subdivision de recensement,00000,1185,,970,,5,,50,,5,,10,,60,,55,,335,,35,,1165,,150,,970,,970,,44000,,970,,230,,61.9,
2485052,"Laverlochère-Angliers, Municipalité (MÉ)",2021A00052485052,Subdivision de recensement,00000,947,,800,,5,,35,,5,,15,,55,,45,,280,,40,,950,,150,,805,,795,,45600,,805,,215,,57.1,
2485055,"Fugèreville, Municipalité (MÉ)",2021A00052485055,Subdivision de recensement,00010,326,,275,,5,,10,,5,,10,,25,,10,,90,,10,,325,,55,,355,,340,,43600,,355,,150,,59.2,
2485060,"Latulipe-et-Gaboury, Cantons unis (municipalité de) (CU)",2021A00052485060,Subdivision de recensement,01010,320,,280,,0,,20,,5,,5,,25,,10,,100,,10,,320,,55,,220,,215,,40400,,220,,95,,40.9,
2485065,"Belleterre, Ville (V)",2021A00052485065,Subdivision de recensement,01019,285,,245,,5,,0,,5,,0,,20,,20,,85,,10,,280,,50,,195,,,x,,x,195,,85,,43.6,
2485070,"Laforce, Municipalité (MÉ)",2021A00052485070,Subdivision de recensement,00020,320,,220,,0,,5,,5,,5,,10,,10,,85,,20,,320,,25,,235,,220,,30600,,240,,75,,54.2,
2485075,"Moffet, Municipalité (MÉ)",2021A00052485075,Subdivision de recensement,01919,206,,180,,0,,10,,0,,0,,15,,10,,55,,5,,200,,45,,175,,,x,,x,175,,30,,37.1,
2485085,"Saint-Eugène-de-Guigues, Municipalité (MÉ)",2021A00052485085,Subdivision de recensement,00000,458,,375,,0,,10,,5,,5,,20,,10,,140,,25,,455,,55,,385,,380,,45800,,385,,75,,58.4,
2485090,"Notre-Dame-du-Nord, Municipalité (MÉ)",2021A00052485090,Subdivision de recensement,00000,1090,,935,,0,,40,,5,,20,,80,,90,,295,,55,,1020,,200,,880,,870,,41000,,880,,260,,47.2,
2485095,"Guérin, Canton (municipalité de) (CT)",2021A00052485095,Subdivision de recensement,00010,333,,265,,0,,10,,0,,5,,5,,5,,105,,5,,330,,30,,325,,310,,46000,,325,,120,,56.9,
2485100,"Nédélec, Canton (municipalité de) (CT)",2021A00052485100,Subdivision de recensement,00000,340,,285,,0,,10,,0,,5,,15,,15,,105,,15,,340,,45,,325,,325,,42000,,325,,65,,63.1,
2485105,"Rémigny, Municipalité (MÉ)",2021A00052485105,Subdivision de recensement,00000,287,,260,,0,,5,,10,,0,,15,,15,,80,,0,,285,,55,,240,,240,,47600,,240,,85,,47.9,
2485802,"Kebaowek, Réserve indienne (IRI)",2021A00052485802,Subdivision de recensement,02020,326,,285,,5,,10,,0,,10,,20,,15,,90,,25,,325,,55,,290,,285,,39600,,290,,95,,53.4,
2485803,"Hunter's Point, Établissement indien (S-É)",2021A00052485803,Subdivision de recensement,09999,5,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2485804,"Winneway, Établissement indien (S-É)",2021A00052485804,Subdivision de recensement,05959,176,,125,,0,,0,,0,,0,,10,,0,,45,,15,,175,,15,,125,,,x,,x,125,,50,,44,
2485806,"Timiskaming, Réserve indienne (IRI)",2021A00052485806,Subdivision de recensement,02020,541,,415,,5,,5,,0,,10,,20,,35,,135,,45,,525,,55,,400,,380,,34000,,400,,145,,48.8,
2485905,"Laniel, Non organisé (NO)",2021A00052485905,Subdivision de recensement,03949,89,,85,,0,,5,,5,,0,,15,,10,,25,,0,,90,,35,,80,,,x,,x,75,,10,,20,
2485907,"Les Lacs-du-Témiscamingue, Non organisé (NO)",2021A00052485907,Subdivision de recensement,09999,10,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2486042,"Rouyn-Noranda, Ville (V)",2021A00052486042,Subdivision de recensement,00000,42313,,35015,,105,,1455,,225,,395,,2100,,1925,,11760,,1705,,41290,,7055,,33995,,33485,,53900,,33995,,7365,,62.2,
2487005,"Duparquet, Ville (V)",2021A00052487005,Subdivision de recensement,00000,716,,600,,0,,25,,0,,5,,30,,35,,220,,25,,710,,115,,625,,615,,49600,,625,,215,,42.4,
2487010,"Rapide-Danseur, Municipalité (MÉ)",2021A00052487010,Subdivision de recensement,00000,380,,295,,0,,10,,0,,5,,15,,15,,105,,15,,375,,45,,250,,250,,58400,,255,,40,,58.8,
2487015,"Roquemaure, Municipalité (MÉ)",2021A00052487015,Subdivision de recensement,00000,409,,330,,0,,15,,5,,5,,20,,25,,120,,15,,410,,65,,350,,345,,41800,,350,,140,,57.1,
2487020,"Gallichan, Municipalité (MÉ)",2021A00052487020,Subdivision de recensement,00000,488,,410,,0,,20,,0,,5,,15,,20,,155,,15,,485,,70,,450,,440,,50200,,450,,140,,62.2,
2487025,"Palmarolle, Municipalité (MÉ)",2021A00052487025,Subdivision de recensement,00000,1386,,1130,,0,,50,,5,,15,,45,,70,,430,,50,,1385,,155,,1155,,1135,,48800,,1155,,290,,63.2,
2487030,"Sainte-Germaine-Boulé, Municipalité (MÉ)",2021A00052487030,Subdivision de recensement,00000,941,,735,,5,,15,,5,,10,,25,,35,,285,,30,,935,,100,,720,,710,,47700,,715,,215,,62.2,
2487035,"Poularies, Municipalité (MÉ)",2021A00052487035,Subdivision de recensement,00000,662,,525,,0,,20,,0,,5,,25,,30,,185,,30,,660,,85,,480,,470,,47600,,480,,195,,53.1,
2487042,"Taschereau, Municipalité (MÉ)",2021A00052487042,Subdivision de recensement,00000,898,,750,,0,,25,,10,,10,,35,,50,,260,,40,,895,,160,,730,,710,,44200,,735,,260,,51,
2487050,"Authier, Municipalité (MÉ)",2021A00052487050,Subdivision de recensement,00000,290,,240,,0,,5,,0,,5,,15,,5,,80,,10,,290,,45,,215,,215,,42400,,215,,75,,46.5,
2487058,"Macamic, Ville (V)",2021A00052487058,Subdivision de recensement,00000,2744,,2210,,5,,75,,15,,25,,95,,140,,775,,105,,2635,,350,,2120,,2095,,47760,,2120,,620,,53.5,
2487070,"Sainte-Hélène-de-Mancebourg, Paroisse (municipalité de) (PE)",2021A00052487070,Subdivision de recensement,00000,410,,325,,0,,10,,0,,5,,15,,10,,115,,10,,410,,40,,325,,315,,44800,,325,,85,,52.3,
2487075,"Clerval, Municipalité (MÉ)",2021A00052487075,Subdivision de recensement,01010,373,,320,,0,,20,,0,,5,,15,,15,,115,,10,,375,,55,,300,,295,,42000,,300,,80,,41.7,
2487080,"La Reine, Municipalité (MÉ)",2021A00052487080,Subdivision de recensement,00000,307,,255,,5,,10,,0,,0,,15,,10,,95,,10,,310,,50,,270,,270,,42000,,265,,90,,50.9,
2487085,"Dupuy, Municipalité (MÉ)",2021A00052487085,Subdivision de recensement,00000,940,,750,,0,,25,,5,,10,,30,,35,,280,,25,,940,,110,,760,,740,,50900,,760,,240,,63.8,
2487090,"La Sarre, Ville (V)",2021A00052487090,Subdivision de recensement,00000,7358,,6365,,25,,235,,50,,110,,460,,510,,1965,,300,,7000,,1440,,6010,,5960,,46480,,6010,,1755,,53.3,
2487095,"Chazel, Municipalité (MÉ)",2021A00052487095,Subdivision de recensement,00009,254,,215,,0,,10,,0,,5,,15,,10,,80,,10,,255,,35,,180,,,x,,x,185,,55,,64.9,
2487100,"Authier-Nord, Municipalité (MÉ)",2021A00052487100,Subdivision de recensement,00000,288,,255,,0,,5,,5,,5,,10,,5,,85,,10,,290,,40,,315,,300,,38800,,315,,95,,49.2,
2487105,"Val-Saint-Gilles, Municipalité (MÉ)",2021A00052487105,Subdivision de recensement,00909,169,,140,,0,,5,,5,,0,,5,,5,,50,,5,,170,,15,,170,,,x,,x,170,,70,,52.9,
2487110,"Clermont, Canton (municipalité de) (CT)",2021A00052487110,Subdivision de recensement,00000,484,,400,,0,,20,,0,,10,,10,,5,,145,,10,,480,,45,,410,,400,,49200,,410,,140,,63.4,
2487115,"Normétal, Municipalité (MÉ)",2021A00052487115,Subdivision de recensement,00000,778,,650,,0,,20,,5,,10,,30,,60,,220,,35,,775,,130,,600,,590,,47000,,600,,240,,54.2,
2487120,"Saint-Lambert, Paroisse (municipalité de) (PE)",2021A00052487120,Subdivision de recensement,00909,191,,165,,0,,5,,0,,0,,10,,10,,65,,10,,195,,20,,150,,,x,,x,145,,50,,48.3,
2487902,"Lac-Duparquet, Non organisé (NO)",2021A00052487902,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
