x_m,y_m,ecart_c
-208072.5,320047.5,16.198379516601562
-208012.5,320047.5,15.04688835144043
-207952.5,320047.5,18.871755599975586
-207892.5,320047.5,15.704850196838379
-207832.5,320047.5,16.482492446899414
-207772.5,320047.5,12.688528060913086
-207712.5,320047.5,13.933183670043945
-207652.5,320047.5,11.770777702331543
-207592.5,320047.5,13.182790756225586
-207532.5,320047.5,13.719443321228027
-207472.5,320047.5,11.729461669921875
-207412.5,320047.5,15.167631149291992
-207352.5,320047.5,14.08426570892334
-207292.5,320047.5,12.951655387878418
-207232.5,320047.5,14.423969268798828
-207172.5,320047.5,13.573034286499023
-207112.5,320047.5,14.262114524841309
-207052.5,320047.5,15.234323501586914
-206992.5,320047.5,13.45391845703125
-206932.5,320047.5,10.33461856842041
-206872.5,320047.5,11.261612892150879
-206812.5,320047.5,11.866119384765625
-206752.5,320047.5,12.314432144165039
-206692.5,320047.5,12.073007583618164
-206632.5,320047.5,11.346433639526367
-206572.5,320047.5,13.771577835083008
-206512.5,320047.5,8.153645515441895
-206452.5,320047.5,7.286360740661621
-206392.5,320047.5,6.755526065826416
-206332.5,320047.5,7.611445426940918
-206272.5,320047.5,11.651662826538086
-206212.5,320047.5,7.498458385467529
-206152.5,320047.5,7.936002254486084
-206092.5,320047.5,8.18624496459961
-206032.5,320047.5,11.462034225463867
-205972.5,320047.5,7.100398540496826
-211672.5,319987.5,15.644713401794434
-211612.5,319987.5,14.935873985290527
-211552.5,319987.5,11.380287170410156
-211492.5,319987.5,15.492242813110352
-211432.5,319987.5,17.40546989440918
-211372.5,319987.5,16.883432388305664
-211312.5,319987.5,11.668187141418457
-211252.5,319987.5,13.58895492553711
-211192.5,319987.5,12.202312469482422
-211132.5,319987.5,15.71535587310791
-211072.5,319987.5,15.34335994720459
-211012.5,319987.5,12.748276710510254
-210952.5,319987.5,14.121445655822754
-210892.5,319987.5,15.682328224182129
-210832.5,319987.5,15.105480194091797
-210772.5,319987.5,12.268716812133789
-210712.5,319987.5,8.508295059204102
-210652.5,319987.5,10.554157257080078
-210592.5,319987.5,14.156001091003418
-210532.5,319987.5,10.628094673156738
-210472.5,319987.5,8.5708589553833
-210412.5,319987.5,7.999881267547607
-210352.5,319987.5,9.025673866271973
-210292.5,319987.5,9.716177940368652
-210232.5,319987.5,11.889200210571289
-210172.5,319987.5,10.843674659729004
-210112.5,319987.5,12.84299087524414
-210052.5,319987.5,13.072161674499512
-209992.5,319987.5,11.951788902282715
-209932.5,319987.5,14.723363876342773
-209872.5,319987.5,13.71656322479248
-209812.5,319987.5,9.665748596191406
-209752.5,319987.5,10.758047103881836
-209692.5,319987.5,10.117677688598633
-209632.5,319987.5,7.144914627075195
-209572.5,319987.5,7.584817409515381
-209512.5,319987.5,13.991959571838379
-209452.5,319987.5,12.788850784301758
-209392.5,319987.5,13.076212882995605
-209332.5,319987.5,13.934332847595215
-209272.5,319987.5,14.516599655151367
-209212.5,319987.5,14.653480529785156
-209152.5,319987.5,16.798906326293945
-209092.5,319987.5,15.421618461608887
-209032.5,319987.5,14.983075141906738
-208972.5,319987.5,13.954679489135742
-208912.5,319987.5,15.631989479064941
-208852.5,319987.5,10.746631622314453
-208792.5,319987.5,14.029908180236816
-208732.5,319987.5,14.774580001831055
-208672.5,319987.5,13.187470436096191
-208612.5,319987.5,12.635041236877441
-208552.5,319987.5,11.245366096496582
-208492.5,319987.5,8.990569114685059
-208432.5,319987.5,12.927580833435059
-208372.5,319987.5,11.05892562866211
-208312.5,319987.5,9.686129570007324
-208252.5,319987.5,6.561314582824707
-208192.5,319987.5,7.133831977844238
-208132.5,319987.5,9.606858253479004
-208072.5,319987.5,15.140318870544434
-208012.5,319987.5,17.179277420043945
-207952.5,319987.5,14.66250228881836
-207892.5,319987.5,14.647391319274902
-207832.5,319987.5,13.850342750549316
-207772.5,319987.5,13.174699783325195
-207712.5,319987.5,15.278766632080078
-207652.5,319987.5,13.04185962677002
-207592.5,319987.5,15.828827857971191
-207532.5,319987.5,9.031886100769043
-207472.5,319987.5,11.869016647338867
-207412.5,319987.5,11.87839126586914
-207352.5,319987.5,13.706191062927246
-207292.5,319987.5,11.178229331970215
-207232.5,319987.5,12.037700653076172
-207172.5,319987.5,14.168457984924316
-207112.5,319987.5,14.144867897033691
-207052.5,319987.5,13.240994453430176
-206992.5,319987.5,12.793635368347168
-206932.5,319987.5,9.320378303527832
-206872.5,319987.5,12.302495956420898
-206812.5,319987.5,12.432541847229004
-206752.5,319987.5,12.533618927001953
-206692.5,319987.5,10.702553749084473
-206632.5,319987.5,11.961599349975586
-206572.5,319987.5,7.262392044067383
-206512.5,319987.5,6.346583366394043
-206452.5,319987.5,6.469117641448975
-206392.5,319987.5,6.745425701141357
-206332.5,319987.5,6.469239234924316
-206272.5,319987.5,7.279763698577881
-206212.5,319987.5,12.028017044067383
-206152.5,319987.5,7.553439140319824
-206092.5,319987.5,12.870098114013672
-206032.5,319987.5,7.576699733734131
-205972.5,319987.5,8.833592414855957
-211672.5,319927.5,12.821332931518555
-211612.5,319927.5,13.157295227050781
-211552.5,319927.5,17.917797088623047
-211492.5,319927.5,17.89903450012207
-211432.5,319927.5,17.62419891357422
-211372.5,319927.5,15.662042617797852
-211312.5,319927.5,14.749429702758789
-211252.5,319927.5,12.353377342224121
-211192.5,319927.5,14.866178512573242
-211132.5,319927.5,14.340364456176758
-211072.5,319927.5,12.34123420715332
-211012.5,319927.5,14.48361873626709
-210952.5,319927.5,15.000954627990723
-210892.5,319927.5,14.213705062866211
-210832.5,319927.5,13.637826919555664
-210772.5,319927.5,10.279892921447754
-210712.5,319927.5,5.170015335083008
-210652.5,319927.5,11.49759578704834
-210592.5,319927.5,10.09553050994873
-210532.5,319927.5,14.964241981506348
-210472.5,319927.5,7.695752143859863
-210412.5,319927.5,7.968681335449219
